1551826987.384118487,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826987.441259632,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826987.476508473,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826987.511617101,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826987.606988806,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826987.642557498,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826987.677889532,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826987.714673974,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826987.808127689,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826987.845083107,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826987.881418031,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826987.918361462,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826988.007795104,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826988.044130845,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826988.081867512,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826988.117270597,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826988.207752991,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826988.263813589,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826988.320258796,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826988.446218771,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826988.497979983,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826988.619466298,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826988.726208984,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826988.794367364,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826988.922720516,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
1551826989.029443650,-0.000000,0.000000,0.000000,0.000000,-0.500000,-0.000000,0.000000
