-0.002965,-0.000727,0.018101,0.000559,0.002992,0.000151,0.999995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.001102,0.006108,0.020696,-0.000339,0.003658,-0.000004,0.999993,0.278757,0.005211,-0.080650,0.012694,-0.000887,0.059507
0.007690,0.028018,0.024717,0.000045,0.005545,-0.000368,0.999985,0.655199,0.049697,-0.235688,0.039596,-0.009973,0.015655
0.003248,0.010996,0.021710,0.000876,0.006116,0.000420,0.999981,0.482945,0.016960,-0.156030,0.039815,0.009839,-0.006402
0.019775,0.049133,0.028172,-0.000584,0.011261,-0.001087,0.999936,1.097255,0.052436,-0.381605,0.085678,-0.032226,0.046337
0.010264,0.021598,0.043394,0.002760,0.017445,-0.001125,0.999843,0.772148,0.203540,-0.304296,0.191309,-0.025607,-0.039031
0.024557,0.073289,0.106500,0.005988,0.028781,-0.003578,0.999561,1.338179,0.614727,-0.421593,0.212198,-0.067344,-0.027335
0.008448,0.041862,0.085872,0.007040,0.022689,-0.001779,0.999716,0.870089,0.177180,-0.257313,0.011668,-0.008053,-0.040343
0.018135,0.094522,0.183596,0.009536,0.024752,-0.002062,0.999646,1.350778,0.962297,-0.322586,0.029542,0.019651,-0.028449
0.005208,0.046837,0.117375,0.010107,0.016129,-0.001760,0.999817,0.627509,-0.061735,-0.205859,-0.168197,0.019051,-0.029741
0.015598,0.103072,0.207633,0.012811,0.018436,-0.003584,0.999742,1.279376,0.741532,-0.316193,-0.011788,-0.003664,-0.021093
-0.034379,0.007144,0.157985,0.010781,0.013907,0.000292,0.999845,0.138307,0.035137,0.131097,-0.101556,0.076891,0.026617
-0.019058,0.011604,0.164229,0.010305,0.008685,0.001040,0.999909,0.549945,0.073354,-0.304643,-0.118054,0.052368,0.038509
-0.033514,0.017491,0.183019,0.011164,0.008302,-0.001998,0.999901,0.728683,0.202738,-0.186825,-0.085240,-0.028006,0.008747
-0.034333,0.042596,0.262899,0.010432,0.009613,-0.001735,0.999898,1.007473,0.755979,-0.272608,-0.011796,-0.001050,0.035906
-0.037038,0.016631,0.213074,0.012201,0.006495,-0.002178,0.999902,0.606702,0.006874,-0.276127,-0.072014,-0.012097,-0.012741
-0.048199,0.047748,0.263254,0.008036,0.011843,-0.001039,0.999897,0.964604,0.437185,-0.170013,0.076962,0.010001,0.072397
-0.059456,0.024112,0.282763,0.010686,0.013341,0.002655,0.999850,0.693669,0.516871,-0.091333,0.086575,0.086065,-0.006105
-0.075185,0.066648,0.332857,0.011466,0.017108,0.012077,0.999715,1.243417,0.576549,-0.125614,0.144181,0.153370,-0.001910
-0.071923,0.026918,0.293827,0.011199,0.009194,0.018331,0.999727,0.741057,0.026222,-0.302121,-0.065847,0.231868,0.001661
-0.091569,0.052615,0.303053,0.009562,0.013457,0.031211,0.999376,1.082189,0.070995,-0.164991,0.116464,0.253379,0.020826
-0.096013,0.025103,0.293018,0.007634,0.008536,0.037386,0.999235,0.737832,-0.060803,-0.181473,-0.024546,0.296907,0.050056
-0.065231,0.055990,0.292030,0.005536,0.012211,0.051878,0.998563,1.069328,-0.048618,-0.620257,0.118975,0.283779,0.027729
-0.108529,0.024212,0.319033,0.001320,0.010815,0.059226,0.998185,0.664117,0.263143,0.010990,0.049171,0.345540,0.102847
-0.115874,0.034952,0.327070,-0.003317,0.011684,0.075711,0.997056,0.675492,0.235283,0.009189,0.100189,0.351490,0.072893
-0.101087,0.018876,0.325571,-0.007624,0.003283,0.080588,0.996713,0.495303,0.145139,-0.240227,-0.106245,0.330905,0.122018
-0.107356,0.035330,0.328683,-0.009984,0.002013,0.093673,0.995551,0.753112,0.108102,-0.251022,-0.006867,0.337344,0.066931
-0.096848,0.022142,0.327516,-0.011997,-0.002038,0.095725,0.995333,0.717815,0.043754,-0.469105,-0.089742,0.262349,0.078271
-0.077518,0.063953,0.330845,-0.013438,-0.005046,0.104119,0.994461,1.139041,0.076151,-0.731190,-0.049675,0.224327,0.040562
-0.007726,0.073806,0.406522,-0.014218,-0.003932,0.105395,0.994321,0.985890,0.822337,-1.401667,-0.009471,0.176962,0.045547
0.020804,0.114559,0.375640,-0.014790,-0.011140,0.113185,0.993401,1.131583,0.127358,-1.118869,-0.086562,0.186392,-0.007307
0.001942,0.095201,0.327973,-0.016482,-0.015595,0.112902,0.993347,0.837938,-0.399836,-0.609813,-0.154796,0.122816,0.020303
0.061367,0.101831,0.369159,-0.017541,-0.015549,0.122989,0.992131,0.793419,0.155883,-1.019800,-0.021481,0.191132,0.037421
0.031651,0.088034,0.364328,-0.014564,-0.018793,0.123269,0.992088,0.749838,0.053154,-0.418711,-0.072555,0.133508,-0.044011
0.093907,0.107246,0.347595,-0.012088,-0.026503,0.133190,0.990662,0.757905,-0.159295,-1.023005,-0.125350,0.229305,-0.044223
0.096212,0.100715,0.352917,-0.011199,-0.030566,0.131827,0.990738,0.745613,-0.040146,-0.835499,-0.168458,0.125390,-0.059976
0.139580,0.124686,0.346020,-0.013421,-0.042067,0.138809,0.989334,0.759865,-0.117315,-0.958456,-0.224346,0.198591,-0.005276
0.131290,0.109753,0.344135,-0.015754,-0.049307,0.134905,0.989506,0.644647,-0.120797,-0.682072,-0.308176,0.053399,0.021315
0.153412,0.142682,0.389542,-0.018525,-0.059776,0.139580,0.988231,0.907022,0.291146,-0.810205,-0.265684,0.140941,0.008639
0.159220,0.119143,0.353366,-0.020586,-0.060557,0.134789,0.988808,0.652866,-0.198519,-0.618368,-0.210615,-0.007144,0.041579
0.229112,0.146531,0.323395,-0.024211,-0.065035,0.136509,0.988205,0.795536,-0.425141,-1.075966,-0.134575,0.007295,0.035371
0.176373,0.152568,0.374947,-0.027765,-0.059620,0.134457,0.988734,1.042988,0.367851,-0.344174,0.011730,-0.047141,0.109247
0.154629,0.310148,0.407605,-0.030131,-0.062130,0.128793,0.989265,2.085271,0.436348,-0.554263,-0.037736,-0.103876,0.052538
0.204072,0.164951,0.354554,-0.023173,-0.066388,0.140574,0.987570,0.661694,-0.239501,-0.597868,-0.077559,0.117512,-0.065614
0.202955,0.162504,0.364468,-0.018645,-0.066875,0.146357,0.986793,0.711127,-0.085481,-0.524253,0.023704,0.113384,0.047124
0.206402,0.189913,0.357887,-0.004977,-0.076093,0.159990,0.984169,0.899537,-0.200270,-0.511958,-0.118058,0.313561,-0.238136
0.157302,0.174648,0.404652,-0.008879,-0.074497,0.159219,0.984388,0.839688,0.427340,0.002256,-0.061324,0.197911,-0.082579
0.164936,0.175614,0.399933,-0.007478,-0.078975,0.168095,0.982574,0.724234,0.175473,-0.315053,-0.039342,0.220855,0.001531
