1403715523.957143068,-0.002094,0.020246,0.077493,9.308145,0.367749,-3.203506
1403715524.007143021,-0.004887,0.018850,0.078191,9.283629,0.359577,-3.211678
1403715524.057142973,-0.002094,0.020246,0.078889,9.283629,0.343233,-3.203506
1403715524.107142925,-0.002793,0.018151,0.076096,9.242768,0.359577,-3.211678
1403715524.157143116,-0.000698,0.019548,0.078889,9.259112,0.375922,-3.178989
1403715524.207143068,0.000698,0.016755,0.080285,9.283629,0.335061,-3.195333
1403715524.257143021,-0.001396,0.017453,0.075398,9.340834,0.359577,-3.236194
1403715524.307142973,-0.002094,0.016057,0.071908,9.283629,0.326888,-3.236194
1403715524.357142925,-0.004189,0.020944,0.075398,9.283629,0.351405,-3.219850
1403715524.457143068,-0.004189,0.022340,0.078191,9.299973,0.302372,-3.211678
1403715524.557142973,-0.001396,0.024435,0.081681,9.250940,0.302372,-3.195333
1403715524.657143116,-0.000698,0.019548,0.081681,9.234595,0.335061,-3.162645
1403715524.757143021,-0.003491,0.018151,0.075398,9.308145,0.318716,-3.162645
1403715524.807142973,0.055851,0.011868,0.071908,9.005774,-0.081722,-3.064578
1403715524.907143116,0.057945,0.025133,0.067021,8.932224,0.424955,-3.072750
1403715525.007143021,0.014661,0.026529,0.087965,9.185562,1.217659,-3.187161
1403715525.107142925,-0.032114,0.024435,0.089361,9.447073,0.997009,-3.154472
1403715525.257143021,0.022340,0.017453,0.090059,9.479762,-0.882598,-2.884790
1403715525.307142973,0.000000,0.008378,0.065624,9.365351,-0.637432,-3.089095
1403715525.407143116,-0.011170,-0.007679,0.075398,9.259112,0.482160,-3.309744
1403715525.507143021,-0.049567,0.032114,0.092153,9.210079,0.792704,-3.195333
1403715525.657143116,-0.075398,0.015359,0.101927,9.242768,-0.956148,-3.105439
1403715525.707143068,-0.046775,0.013963,0.072606,9.471589,-0.163444,-3.317917
1403715525.807142973,-0.018850,0.016057,0.062134,9.071151,0.326888,-3.178989
1403715525.857142925,-0.046775,0.016057,0.089361,8.744263,1.757025,-3.236194
1403715525.907143116,-0.010472,0.029322,0.088663,9.071151,0.858082,-3.399639
1403715526.007143021,0.018850,0.024435,0.078191,9.365351,0.670121,-3.268883
1403715526.157143116,0.003491,0.026529,0.071908,9.062979,0.441299,-3.080923
1403715526.207143068,0.009076,0.013963,0.081681,9.259112,0.424955,-3.277056
1403715526.307142973,0.003491,0.014661,0.063530,9.169218,0.138928,-3.146300
1403715526.407143116,0.018151,0.025831,0.072606,9.455245,0.621088,-3.285228
1403715526.507143021,-0.011868,0.027925,0.074002,9.250940,0.269683,-3.138128
1403715526.607142925,0.002094,0.023736,0.085172,9.267284,0.253338,-3.178989
1403715526.707143068,0.000698,0.018850,0.083078,9.349006,0.433127,-3.252539
1403715526.807142973,-0.001396,0.014661,0.076794,9.275456,0.212477,-3.178989
1403715526.907143116,-0.016755,0.061436,0.090059,9.357179,0.547538,-3.350605
1403715527.007143021,-0.013265,0.061436,0.092852,9.062979,0.482160,-3.113611
1403715527.107142925,-0.002094,0.012566,0.083078,9.357179,0.302372,-3.121784
1403715527.207143068,0.006981,0.018151,0.104720,9.259112,0.547538,-3.293400
1403715527.307142973,-0.013265,0.023038,0.091455,9.512450,1.364759,-3.301572
1403715527.407143116,-0.013265,0.009076,0.060737,9.242768,0.784532,-3.170817
1403715527.507143021,0.006981,0.051662,0.050964,9.128357,1.127765,-3.170817
1403715527.607142925,0.008378,0.028623,0.116588,10.002783,-0.008172,-3.473189
1403715527.707143068,0.013963,-0.009774,0.066323,8.646196,0.032689,-3.383294
